Date,Day_Name,Day_of_Year,End_Hour,Month_Name,Season,Source,Start_Hour,Production
2/8/2020,Saturday,39,5,February,Winter,Wind,4,5164
9/6/2021,Monday,249,10,September,Fall,Solar,9,2723
8/26/2021,Thursday,238,23,August,Summer,Wind,22,3918
10/18/2021,Monday,291,6,October,Fall,Wind,5,2579
9/7/2020,Monday,251,9,September,Fall,Wind,8,2323
8/13/2021,Friday,225,9,August,Summer,Solar,8,1524
6/6/2021,Sunday,157,12,June,Summer,Solar,11,4774
2/10/2020,Monday,41,0,February,Winter,Wind,23,13054
7/28/2020,Tuesday,210,12,July,Summer,Wind,11,5382
12/23/2021,Thursday,357,9,December,Winter,Wind,8,8499
8/14/2022,Sunday,226,15,August,Summer,Solar,14,7107
7/17/2020,Friday,199,23,July,Summer,Wind,22,2062
12/28/2021,Tuesday,362,18,December,Winter,Wind,17,14167
8/3/2022,Wednesday,215,4,August,Summer,Wind,3,1015
9/8/2022,Thursday,251,9,September,Fall,Wind,8,5621
11/2/2021,Tuesday,306,16,November,Fall,Wind,15,3102
11/16/2021,Tuesday,320,14,November,Fall,Solar,13,2084
9/25/2021,Saturday,268,4,September,Fall,Wind,3,1189
12/15/2020,Tuesday,350,15,December,Winter,Wind,14,3517
1/22/2021,Friday,22,19,January,Winter,Wind,18,4478
12/2/2022,Friday,336,12,December,Winter,Wind,11,2745
7/18/2021,Sunday,199,20,July,Summer,Wind,19,7945
9/30/2022,Friday,273,4,September,Fall,Wind,3,947
11/12/2022,Saturday,316,12,November,Fall,Solar,11,5451
6/15/2022,Wednesday,166,16,June,Summer,Solar,15,6261
9/5/2021,Sunday,248,16,September,Fall,Solar,15,4482
10/8/2022,Saturday,281,23,October,Fall,Wind,22,2788
4/28/2022,Thursday,118,18,April,Spring,Wind,17,5830
7/13/2020,Monday,195,20,July,Summer,Wind,19,2880
9/24/2022,Saturday,267,0,September,Fall,Wind,23,3210
1/3/2020,Friday,3,21,January,Winter,Wind,20,4966
8/17/2021,Tuesday,229,0,August,Summer,Wind,23,3052
8/24/2022,Wednesday,236,9,August,Summer,Solar,8,1988
3/7/2022,Monday,66,17,March,Spring,Wind,16,9049
8/15/2022,Monday,227,5,August,Summer,Wind,4,2249
5/15/2021,Saturday,135,13,May,Spring,Wind,12,9486
4/3/2022,Sunday,93,10,April,Spring,Wind,9,4459
8/25/2022,Thursday,237,1,August,Summer,Wind,0,2616
4/30/2022,Saturday,120,12,April,Spring,Solar,11,7831
12/17/2021,Friday,351,17,December,Winter,Wind,16,7485
9/12/2021,Sunday,255,12,September,Fall,Solar,11,4404
2/5/2021,Friday,36,2,February,Winter,Wind,1,2927
1/12/2022,Wednesday,12,20,January,Winter,Wind,19,2990
8/2/2021,Monday,214,17,August,Summer,Solar,16,5176
6/29/2020,Monday,181,14,June,Summer,Wind,13,9137
9/6/2022,Tuesday,249,6,September,Fall,Wind,5,3225
5/22/2022,Sunday,142,5,May,Spring,Wind,4,2804
6/14/2022,Tuesday,165,6,June,Summer,Wind,5,4254
2/1/2021,Monday,32,20,February,Winter,Wind,19,3900
7/20/2022,Wednesday,201,19,July,Summer,Wind,18,5364
5/11/2022,Wednesday,131,23,May,Spring,Wind,22,6834
9/21/2022,Wednesday,264,14,September,Fall,Solar,13,7932
6/6/2022,Monday,157,10,June,Summer,Solar,9,5622
11/15/2020,Sunday,320,18,November,Fall,Wind,17,12652
3/12/2021,Friday,71,13,March,Spring,Wind,12,16328
2/23/2022,Wednesday,54,0,February,Winter,Wind,23,3212
9/4/2020,Friday,248,17,September,Fall,Solar,16,4452
11/23/2021,Tuesday,327,1,November,Fall,Wind,0,8926
8/5/2021,Thursday,217,3,August,Summer,Wind,2,1703
9/2/2020,Wednesday,246,1,September,Fall,Wind,0,2419
3/11/2020,Wednesday,71,13,March,Spring,Wind,12,12163
5/20/2021,Thursday,140,4,May,Spring,Wind,3,2100
8/27/2020,Thursday,240,20,August,Summer,Wind,19,6475
11/14/2022,Monday,318,23,November,Fall,Wind,22,6342
12/8/2020,Tuesday,343,21,December,Winter,Wind,20,2418
11/1/2022,Tuesday,305,9,November,Fall,Wind,8,11128
2/20/2021,Saturday,51,13,February,Winter,Wind,12,13828
3/23/2020,Monday,83,11,March,Spring,Wind,10,8233
7/2/2021,Friday,183,21,July,Summer,Wind,20,944
3/15/2022,Tuesday,74,8,March,Spring,Wind,7,5018
2/7/2021,Sunday,38,7,February,Winter,Wind,6,4634
4/11/2020,Saturday,102,18,April,Spring,Solar,17,2822
8/12/2021,Thursday,224,8,August,Summer,Wind,7,869
5/3/2022,Tuesday,123,17,May,Spring,Solar,16,4952
5/20/2020,Wednesday,141,20,May,Spring,Wind,19,2143
12/13/2022,Tuesday,347,0,December,Winter,Wind,23,2770
1/30/2022,Sunday,30,10,January,Winter,Wind,9,2318
10/17/2021,Sunday,290,5,October,Fall,Wind,4,1793
6/12/2020,Friday,164,12,June,Summer,Wind,11,6249
11/24/2022,Thursday,328,10,November,Fall,Wind,9,8183
3/25/2020,Wednesday,85,20,March,Spring,Wind,19,6641
4/8/2020,Wednesday,99,10,April,Spring,Solar,9,2577
4/17/2021,Saturday,107,8,April,Spring,Wind,7,4856
8/20/2020,Thursday,233,5,August,Summer,Wind,4,3681
3/22/2020,Sunday,82,13,March,Spring,Wind,12,11659
7/28/2020,Tuesday,210,11,July,Summer,Wind,10,4844
2/25/2022,Friday,56,6,February,Winter,Wind,5,7242
9/17/2022,Saturday,260,14,September,Fall,Solar,13,11211
10/4/2020,Sunday,278,20,October,Fall,Wind,19,9887
5/21/2022,Saturday,141,12,May,Spring,Solar,11,5847
2/10/2021,Wednesday,41,1,February,Winter,Wind,0,8028
11/4/2022,Friday,308,17,November,Fall,Wind,16,7669
8/8/2020,Saturday,221,19,August,Summer,Solar,18,2078
4/12/2020,Sunday,103,6,April,Spring,Wind,5,795
1/22/2021,Friday,22,10,January,Winter,Wind,9,3602
3/30/2021,Tuesday,89,22,March,Spring,Wind,21,1429
10/16/2020,Friday,290,7,October,Fall,Wind,6,3056
2/8/2021,Monday,39,2,February,Winter,Wind,1,1246
4/10/2022,Sunday,100,6,April,Spring,Wind,5,1160
6/27/2021,Sunday,178,8,June,Summer,Wind,7,2074
8/8/2021,Sunday,220,13,August,Summer,Wind,12,9302
5/8/2021,Saturday,128,23,May,Spring,Wind,22,5551
5/5/2021,Wednesday,125,0,May,Spring,Wind,23,3697
10/10/2022,Monday,283,4,October,Fall,Wind,3,3974
11/19/2020,Thursday,324,22,November,Fall,Wind,21,4244
5/13/2022,Friday,133,17,May,Spring,Solar,16,6107
9/22/2022,Thursday,265,3,September,Fall,Wind,2,2406
11/25/2021,Thursday,329,11,November,Fall,Wind,10,2940
1/29/2022,Saturday,29,18,January,Winter,Wind,17,9977
3/26/2020,Thursday,86,2,March,Spring,Wind,1,6776
12/25/2020,Friday,360,18,December,Winter,Wind,17,5515
9/20/2020,Sunday,264,5,September,Fall,Wind,4,1520
8/18/2022,Thursday,230,9,August,Summer,Wind,8,1839
12/18/2020,Friday,353,23,December,Winter,Wind,22,10055
2/2/2022,Wednesday,33,13,February,Winter,Wind,12,7343
2/5/2021,Friday,36,10,February,Winter,Wind,9,2001
9/12/2020,Saturday,256,7,September,Fall,Wind,6,1204
6/26/2021,Saturday,177,12,June,Summer,Solar,11,4216
5/2/2022,Monday,122,17,May,Spring,Solar,16,5358
6/20/2020,Saturday,172,6,June,Summer,Wind,5,486
1/24/2021,Sunday,24,2,January,Winter,Wind,1,3997
7/28/2020,Tuesday,210,5,July,Summer,Wind,4,4636
2/12/2021,Friday,43,20,February,Winter,Wind,19,8658
10/20/2022,Thursday,293,20,October,Fall,Wind,19,6213
10/16/2022,Sunday,289,21,October,Fall,Wind,20,7022
1/15/2021,Friday,15,9,January,Winter,Wind,8,6132
12/3/2021,Friday,337,20,December,Winter,Wind,19,11017
10/5/2022,Wednesday,278,2,October,Fall,Wind,1,3268
9/13/2021,Monday,256,22,September,Fall,Wind,21,2957
3/13/2022,Sunday,72,14,March,Spring,Wind,13,10644
12/10/2022,Saturday,344,1,December,Winter,Wind,0,1296
8/25/2021,Wednesday,237,11,August,Summer,Solar,10,6184
4/2/2021,Friday,92,0,April,Spring,Wind,23,10462
3/28/2020,Saturday,88,6,March,Spring,Wind,5,2175
11/16/2020,Monday,321,16,November,Fall,Wind,15,6101
6/6/2021,Sunday,157,4,June,Summer,Wind,3,1614
9/7/2020,Monday,251,6,September,Fall,Wind,5,1634
3/16/2021,Tuesday,75,15,March,Spring,Wind,14,6477
10/4/2020,Sunday,278,10,October,Fall,Wind,9,11243
4/24/2021,Saturday,114,12,April,Spring,Solar,11,8484
12/9/2020,Wednesday,344,12,December,Winter,Wind,11,3766
4/13/2022,Wednesday,103,3,April,Spring,Wind,2,2160
8/3/2020,Monday,216,9,August,Summer,Wind,8,1825
10/16/2022,Sunday,289,23,October,Fall,Wind,22,8590
10/1/2020,Thursday,275,21,October,Fall,Wind,20,3361
4/1/2022,Friday,91,15,April,Spring,Wind,14,15105
7/18/2021,Sunday,199,3,July,Summer,Wind,2,5365
6/1/2020,Monday,153,13,June,Summer,Solar,12,6032
4/13/2022,Wednesday,103,18,April,Spring,Solar,17,2613
6/14/2020,Sunday,166,0,June,Summer,Wind,23,1650
12/15/2020,Tuesday,350,12,December,Winter,Wind,11,3817
2/16/2020,Sunday,47,15,February,Winter,Wind,14,14102
11/27/2021,Saturday,331,21,November,Fall,Wind,20,6591
1/5/2021,Tuesday,5,2,January,Winter,Wind,1,2572
7/22/2021,Thursday,203,16,July,Summer,Solar,15,6298
6/13/2022,Monday,164,1,June,Summer,Wind,0,4650
6/19/2021,Saturday,170,17,June,Summer,Solar,16,4560
5/10/2021,Monday,130,23,May,Spring,Wind,22,2101
7/7/2021,Wednesday,188,6,July,Summer,Wind,5,3345
11/9/2021,Tuesday,313,18,November,Fall,Wind,17,1204
10/11/2021,Monday,284,23,October,Fall,Wind,22,3327
9/6/2021,Monday,249,14,September,Fall,Solar,13,5761
7/5/2022,Tuesday,186,11,July,Summer,Solar,10,5376
5/2/2022,Monday,122,21,May,Spring,Wind,20,3792
10/25/2020,Sunday,299,16,October,Fall,Wind,15,7515
4/15/2022,Friday,105,6,April,Spring,Wind,5,1269
5/25/2022,Wednesday,145,3,May,Spring,Wind,2,2324
5/18/2022,Wednesday,138,6,May,Spring,Wind,5,1495
7/5/2020,Sunday,187,6,July,Summer,Wind,5,6032
4/27/2022,Wednesday,117,17,April,Spring,Wind,16,8867
5/18/2021,Tuesday,138,22,May,Spring,Wind,21,2976
1/12/2020,Sunday,12,13,January,Winter,Wind,12,9137
3/29/2022,Tuesday,88,21,March,Spring,Wind,20,1870
11/12/2021,Friday,316,1,November,Fall,Wind,0,934
6/5/2022,Sunday,156,8,June,Summer,Wind,7,2175
12/4/2020,Friday,339,1,December,Winter,Wind,0,12195
9/16/2020,Wednesday,260,8,September,Fall,Wind,7,588
1/27/2022,Thursday,27,19,January,Winter,Wind,18,4002
7/9/2022,Saturday,190,12,July,Summer,Solar,11,7379
10/19/2022,Wednesday,292,22,October,Fall,Wind,21,7426
5/7/2020,Thursday,128,4,May,Spring,Wind,3,2432
6/1/2021,Tuesday,152,17,June,Summer,Wind,16,5624
1/10/2022,Monday,10,2,January,Winter,Wind,1,954
1/25/2022,Tuesday,25,5,January,Winter,Wind,4,432
6/17/2020,Wednesday,169,23,June,Summer,Wind,22,1181
10/26/2022,Wednesday,299,21,October,Fall,Wind,20,3302
3/20/2020,Friday,80,9,March,Spring,Wind,8,4815
3/13/2020,Friday,73,0,March,Spring,Wind,23,1854
3/23/2020,Monday,83,17,March,Spring,Wind,16,7482
3/27/2020,Friday,87,6,March,Spring,Wind,5,3860
4/19/2022,Tuesday,109,6,April,Spring,Wind,5,2287
3/21/2022,Monday,80,20,March,Spring,Wind,19,3720
4/5/2022,Tuesday,95,16,April,Spring,Wind,15,10520
7/4/2020,Saturday,186,3,July,Summer,Wind,2,3974
9/2/2020,Wednesday,246,8,September,Fall,Wind,7,1000
4/20/2022,Wednesday,110,17,April,Spring,Wind,16,5005
4/2/2021,Friday,92,14,April,Spring,Wind,13,11476
5/7/2020,Thursday,128,12,May,Spring,Solar,11,3915
2/18/2020,Tuesday,49,21,February,Winter,Wind,20,9879
11/8/2022,Tuesday,312,22,November,Fall,Wind,21,11277
10/3/2021,Sunday,276,2,October,Fall,Wind,1,11453
7/14/2020,Tuesday,196,18,July,Summer,Wind,17,5013
2/25/2022,Friday,56,3,February,Winter,Wind,2,7548
3/23/2022,Wednesday,82,11,March,Spring,Solar,10,6420
10/27/2022,Thursday,300,14,October,Fall,Wind,13,7735
7/18/2022,Monday,199,5,July,Summer,Wind,4,3823
5/1/2020,Friday,122,22,May,Spring,Wind,21,7037
11/5/2022,Saturday,309,23,November,Fall,Wind,22,7168
3/11/2020,Wednesday,71,5,March,Spring,Wind,4,10622
8/27/2021,Friday,239,14,August,Summer,Solar,13,7477
11/28/2021,Sunday,332,1,November,Fall,Wind,0,8670
4/23/2020,Thursday,114,3,April,Spring,Wind,2,2506
5/31/2020,Sunday,152,14,May,Spring,Wind,13,8072
5/25/2021,Tuesday,145,6,May,Spring,Wind,5,10039
8/17/2022,Wednesday,229,4,August,Summer,Wind,3,1398
9/2/2022,Friday,245,2,September,Fall,Wind,1,2750
12/21/2020,Monday,356,13,December,Winter,Wind,12,12640
9/18/2022,Sunday,261,7,September,Fall,Wind,6,2221
2/14/2022,Monday,45,4,February,Winter,Wind,3,13182
6/5/2020,Friday,157,21,June,Summer,Wind,20,8357
9/23/2022,Friday,266,15,September,Fall,Solar,14,3495
3/17/2022,Thursday,76,15,March,Spring,Wind,14,5314
10/8/2020,Thursday,282,1,October,Fall,Wind,0,4487
10/31/2020,Saturday,305,6,October,Fall,Wind,5,3820
9/5/2020,Saturday,249,20,September,Fall,Wind,19,2932
8/5/2020,Wednesday,218,14,August,Summer,Solar,13,5903
11/14/2021,Sunday,318,16,November,Fall,Wind,15,4245
6/16/2020,Tuesday,168,8,June,Summer,Wind,7,1432
2/27/2021,Saturday,58,6,February,Winter,Wind,5,5959
2/26/2022,Saturday,57,13,February,Winter,Solar,12,10494
10/31/2021,Sunday,304,16,October,Fall,Wind,15,13024
7/8/2021,Thursday,189,19,July,Summer,Wind,18,4462
6/18/2021,Friday,169,16,June,Summer,Wind,15,10487
5/7/2022,Saturday,127,15,May,Spring,Solar,14,6943
4/4/2021,Sunday,94,13,April,Spring,Solar,12,6072
3/19/2022,Saturday,78,6,March,Spring,Wind,5,10933
12/15/2021,Wednesday,349,16,December,Winter,Wind,15,2387
11/12/2020,Thursday,317,21,November,Fall,Wind,20,2899
10/22/2022,Saturday,295,9,October,Fall,Wind,8,3972
9/7/2021,Tuesday,250,5,September,Fall,Wind,4,3355
2/27/2020,Thursday,58,2,February,Winter,Wind,1,5452
11/16/2020,Monday,321,7,November,Fall,Wind,6,9396
6/21/2021,Monday,172,9,June,Summer,Solar,8,2304
12/4/2020,Friday,339,4,December,Winter,Wind,3,12022
4/24/2022,Sunday,114,7,April,Spring,Wind,6,2801
9/24/2021,Friday,267,16,September,Fall,Solar,15,4648
1/26/2021,Tuesday,26,5,January,Winter,Wind,4,4678
2/6/2022,Sunday,37,13,February,Winter,Wind,12,18087
1/18/2020,Saturday,18,4,January,Winter,Wind,3,5669
2/12/2022,Saturday,43,11,February,Winter,Wind,10,6686
1/24/2021,Sunday,24,12,January,Winter,Wind,11,7244
6/23/2022,Thursday,174,9,June,Summer,Solar,8,2377
1/15/2020,Wednesday,15,9,January,Winter,Wind,8,12815
5/25/2020,Monday,146,9,May,Spring,Solar,8,2574
3/7/2022,Monday,66,9,March,Spring,Wind,8,7283
1/5/2022,Wednesday,5,21,January,Winter,Wind,20,4018
11/10/2021,Wednesday,314,14,November,Fall,Solar,13,2649
4/29/2021,Thursday,119,16,April,Spring,Solar,15,3883
5/13/2022,Friday,133,12,May,Spring,Solar,11,5938
11/2/2021,Tuesday,306,3,November,Fall,Wind,2,5421
6/1/2020,Monday,153,0,June,Summer,Wind,23,2810
7/15/2022,Friday,196,23,July,Summer,Wind,22,3547
5/3/2020,Sunday,124,14,May,Spring,Solar,13,5135
1/6/2020,Monday,6,16,January,Winter,Wind,15,4357
11/2/2021,Tuesday,306,14,November,Fall,Wind,13,5625
12/29/2021,Wednesday,363,19,December,Winter,Wind,18,13848
7/21/2021,Wednesday,202,10,July,Summer,Solar,9,2455
8/10/2020,Monday,223,18,August,Summer,Solar,17,2611
2/18/2021,Thursday,49,19,February,Winter,Wind,18,8306
5/14/2021,Friday,134,13,May,Spring,Wind,12,7647
5/13/2020,Wednesday,134,23,May,Spring,Wind,22,7025
7/21/2022,Thursday,202,22,July,Summer,Wind,21,1718
3/2/2021,Tuesday,61,3,March,Spring,Wind,2,4211
9/29/2021,Wednesday,272,19,September,Fall,Wind,18,6196
2/21/2020,Friday,52,9,February,Winter,Wind,8,4193
5/21/2020,Thursday,142,16,May,Spring,Solar,15,4062
9/18/2022,Sunday,261,16,September,Fall,Wind,15,11546
5/16/2020,Saturday,137,2,May,Spring,Wind,1,4029
8/8/2021,Sunday,220,0,August,Summer,Wind,23,3001
10/23/2022,Sunday,296,23,October,Fall,Wind,22,12731
3/1/2020,Sunday,61,20,March,Spring,Wind,19,7747
9/6/2021,Monday,249,4,September,Fall,Wind,3,1319
7/28/2020,Tuesday,210,19,July,Summer,Wind,18,5966
10/29/2021,Friday,302,17,October,Fall,Wind,16,8984
7/14/2022,Thursday,195,22,July,Summer,Wind,21,5239
5/26/2022,Thursday,146,11,May,Spring,Solar,10,5831
12/3/2022,Saturday,337,18,December,Winter,Wind,17,5136
6/26/2021,Saturday,177,2,June,Summer,Wind,1,362
9/18/2020,Friday,262,10,September,Fall,Wind,9,5458
1/26/2020,Sunday,26,10,January,Winter,Wind,9,3118
9/4/2021,Saturday,247,5,September,Fall,Wind,4,959
7/14/2022,Thursday,195,15,July,Summer,Solar,14,8923
1/1/2020,Wednesday,1,12,January,Winter,Wind,11,2617
10/9/2021,Saturday,282,9,October,Fall,Wind,8,2847
7/29/2022,Friday,210,18,July,Summer,Solar,17,5143
11/8/2022,Tuesday,312,21,November,Fall,Wind,20,11901
10/19/2021,Tuesday,292,20,October,Fall,Wind,19,8569
3/9/2020,Monday,69,10,March,Spring,Wind,9,6979
8/30/2022,Tuesday,242,16,August,Summer,Solar,15,5798
3/11/2021,Thursday,70,9,March,Spring,Wind,8,14706
1/12/2022,Wednesday,12,12,January,Winter,Solar,11,4584
4/13/2020,Monday,104,14,April,Spring,Wind,13,9819
7/3/2021,Saturday,184,20,July,Summer,Wind,19,2491
3/5/2021,Friday,64,8,March,Spring,Wind,7,3818
11/3/2020,Tuesday,308,9,November,Fall,Wind,8,5583
10/25/2022,Tuesday,298,22,October,Fall,Wind,21,6881
5/10/2021,Monday,130,3,May,Spring,Wind,2,8611
10/23/2020,Friday,297,4,October,Fall,Wind,3,2366
6/9/2022,Thursday,160,11,June,Summer,Solar,10,7331
3/3/2022,Thursday,62,0,March,Spring,Wind,23,1242
7/27/2022,Wednesday,208,13,July,Summer,Solar,12,6936
2/8/2021,Monday,39,0,February,Winter,Wind,23,2021
9/24/2022,Saturday,267,23,September,Fall,Wind,22,2982
6/7/2020,Sunday,159,5,June,Summer,Wind,4,2545
8/16/2021,Monday,228,3,August,Summer,Wind,2,4074
11/16/2020,Monday,321,20,November,Fall,Wind,19,4648
9/10/2021,Friday,253,12,September,Fall,Solar,11,3742
4/4/2022,Monday,94,4,April,Spring,Wind,3,2150
10/13/2021,Wednesday,286,13,October,Fall,Solar,12,5536
8/15/2021,Sunday,227,23,August,Summer,Wind,22,5614
11/14/2020,Saturday,319,0,November,Fall,Wind,23,10842
1/18/2022,Tuesday,18,17,January,Winter,Wind,16,3345
12/20/2020,Sunday,355,9,December,Winter,Wind,8,4384
3/23/2020,Monday,83,21,March,Spring,Wind,20,7815
9/29/2021,Wednesday,272,2,September,Fall,Wind,1,6434
9/6/2021,Monday,249,21,September,Fall,Wind,20,2229
6/21/2021,Monday,172,11,June,Summer,Solar,10,3687
3/5/2020,Thursday,65,19,March,Spring,Wind,18,9372
11/3/2022,Thursday,307,9,November,Fall,Wind,8,10595
1/24/2022,Monday,24,14,January,Winter,Solar,13,4341
2/1/2020,Saturday,32,15,February,Winter,Wind,14,12517
1/17/2021,Sunday,17,15,January,Winter,Wind,14,7107
3/20/2022,Sunday,79,19,March,Spring,Wind,18,2464
1/6/2021,Wednesday,6,9,January,Winter,Wind,8,979
10/20/2021,Wednesday,293,16,October,Fall,Wind,15,14187
7/5/2022,Tuesday,186,10,July,Summer,Solar,9,4126
7/7/2022,Thursday,188,4,July,Summer,Wind,3,3626
3/27/2020,Friday,87,1,March,Spring,Wind,0,4356
7/29/2022,Friday,210,17,July,Summer,Solar,16,5618
1/12/2021,Tuesday,12,13,January,Winter,Wind,12,12490
10/9/2021,Saturday,282,13,October,Fall,Solar,12,5315
1/5/2021,Tuesday,5,16,January,Winter,Wind,15,2538
9/20/2022,Tuesday,263,3,September,Fall,Wind,2,2302
9/10/2021,Friday,253,15,September,Fall,Solar,14,4944
4/21/2022,Thursday,111,11,April,Spring,Solar,10,3832
2/11/2022,Friday,42,5,February,Winter,Wind,4,4216
4/8/2020,Wednesday,99,1,April,Spring,Wind,0,3294
1/2/2020,Thursday,2,15,January,Winter,Wind,14,4128
12/27/2021,Monday,361,22,December,Winter,Wind,21,12569
3/2/2022,Wednesday,61,5,March,Spring,Wind,4,2961
11/29/2022,Tuesday,333,17,November,Fall,Wind,16,1298
6/14/2021,Monday,165,20,June,Summer,Solar,19,2217
2/26/2021,Friday,57,7,February,Winter,Wind,6,2352
7/14/2022,Thursday,195,16,July,Summer,Solar,15,9365
7/13/2021,Tuesday,194,3,July,Summer,Wind,2,3179
5/17/2020,Sunday,138,12,May,Spring,Solar,11,5171
1/12/2022,Wednesday,12,15,January,Winter,Solar,14,4731
7/17/2020,Friday,199,14,July,Summer,Solar,13,4428
12/10/2021,Friday,344,19,December,Winter,Wind,18,12956
1/29/2022,Saturday,29,3,January,Winter,Wind,2,4667
12/4/2021,Saturday,338,9,December,Winter,Wind,8,8370
6/21/2022,Tuesday,172,6,June,Summer,Wind,5,3011
7/15/2022,Friday,196,17,July,Summer,Solar,16,6905
6/9/2021,Wednesday,160,15,June,Summer,Solar,14,5009
5/28/2021,Friday,148,9,May,Spring,Solar,8,2912
11/8/2021,Monday,312,12,November,Fall,Solar,11,4578
7/28/2021,Wednesday,209,2,July,Summer,Wind,1,3663
3/18/2020,Wednesday,78,16,March,Spring,Solar,15,3323
12/10/2021,Friday,344,1,December,Winter,Wind,0,12432
7/17/2021,Saturday,198,1,July,Summer,Wind,0,3121
1/18/2020,Saturday,18,2,January,Winter,Wind,1,6361
2/20/2020,Thursday,51,14,February,Winter,Wind,13,13358
8/6/2021,Friday,218,22,August,Summer,Wind,21,2893
7/29/2021,Thursday,210,8,July,Summer,Wind,7,3667
10/25/2020,Sunday,299,4,October,Fall,Wind,3,8774
4/14/2020,Tuesday,105,21,April,Spring,Wind,20,5217
2/20/2021,Saturday,51,5,February,Winter,Wind,4,10597
2/23/2022,Wednesday,54,12,February,Winter,Solar,11,4874
9/7/2022,Wednesday,250,5,September,Fall,Wind,4,2636
7/28/2021,Wednesday,209,18,July,Summer,Wind,17,9760
5/1/2020,Friday,122,0,May,Spring,Wind,23,6724
1/4/2022,Tuesday,4,14,January,Winter,Wind,13,5920
9/22/2020,Tuesday,266,14,September,Fall,Solar,13,2244
2/13/2020,Thursday,44,11,February,Winter,Wind,10,12686
11/26/2020,Thursday,331,0,November,Fall,Wind,23,1762
9/6/2022,Tuesday,249,7,September,Fall,Wind,6,3011
11/25/2022,Friday,329,0,November,Fall,Wind,23,2918
8/25/2021,Wednesday,237,2,August,Summer,Wind,1,6301
3/25/2022,Friday,84,20,March,Spring,Wind,19,6565
1/12/2021,Tuesday,12,8,January,Winter,Wind,7,12942
11/30/2022,Wednesday,334,17,November,Fall,Wind,16,2836
8/27/2020,Thursday,240,14,August,Summer,Solar,13,6251
12/18/2021,Saturday,352,3,December,Winter,Wind,2,6345
12/2/2021,Thursday,336,16,December,Winter,Wind,15,8374
10/19/2022,Wednesday,292,10,October,Fall,Wind,9,7573
1/5/2021,Tuesday,5,8,January,Winter,Wind,7,2069
9/1/2022,Thursday,244,5,September,Fall,Wind,4,3217
7/7/2021,Wednesday,188,12,July,Summer,Solar,11,4779
8/30/2022,Tuesday,242,10,August,Summer,Solar,9,3450
12/5/2022,Monday,339,3,December,Winter,Wind,2,666
6/4/2022,Saturday,155,11,June,Summer,Solar,10,4451
1/11/2020,Saturday,11,13,January,Winter,Wind,12,6103
7/28/2022,Thursday,209,5,July,Summer,Wind,4,3139
7/1/2022,Friday,182,16,July,Summer,Solar,15,7138
7/17/2021,Saturday,198,16,July,Summer,Solar,15,8147
2/12/2022,Saturday,43,10,February,Winter,Wind,9,6373
11/29/2021,Monday,333,17,November,Fall,Wind,16,2886
3/22/2020,Sunday,82,16,March,Spring,Wind,15,10450
9/17/2020,Thursday,261,3,September,Fall,Wind,2,5665
3/7/2020,Saturday,67,18,March,Spring,Wind,17,4340
3/23/2020,Monday,83,0,March,Spring,Wind,23,7188
10/16/2021,Saturday,289,18,October,Fall,Solar,17,1915
2/13/2020,Thursday,44,12,February,Winter,Wind,11,13155
2/10/2021,Wednesday,41,12,February,Winter,Wind,11,8634
1/22/2022,Saturday,22,10,January,Winter,Wind,9,3158
3/15/2020,Sunday,75,23,March,Spring,Wind,22,3643
1/3/2020,Friday,3,3,January,Winter,Wind,2,7554
1/1/2020,Wednesday,1,14,January,Winter,Solar,13,2179
3/12/2021,Friday,71,11,March,Spring,Wind,10,13843
5/24/2020,Sunday,145,20,May,Spring,Wind,19,2814
5/26/2021,Wednesday,146,21,May,Spring,Wind,20,3271
6/17/2021,Thursday,168,21,June,Summer,Wind,20,1906
11/3/2021,Wednesday,307,18,November,Fall,Wind,17,2942
3/30/2020,Monday,90,17,March,Spring,Wind,16,12305
5/21/2022,Saturday,141,21,May,Spring,Wind,20,1235
8/31/2020,Monday,244,19,August,Summer,Wind,18,2811
6/1/2020,Monday,153,16,June,Summer,Solar,15,4627
7/12/2021,Monday,193,0,July,Summer,Wind,23,3092
12/3/2022,Saturday,337,22,December,Winter,Wind,21,4456
10/6/2022,Thursday,279,7,October,Fall,Wind,6,1907
1/16/2021,Saturday,16,3,January,Winter,Wind,2,1799
4/4/2020,Saturday,95,10,April,Spring,Wind,9,3591
6/21/2021,Monday,172,23,June,Summer,Wind,22,3410
8/31/2021,Tuesday,243,8,August,Summer,Wind,7,3376
9/2/2022,Friday,245,6,September,Fall,Wind,5,1940
